418B	U+9F9D
F9DA	U+6817
F9DB	U+7387
F9DC	U+9686
F9DD	U+5229
F9DE	U+540F
F9DF	U+5C65
F9E0	U+6613
F9E1	U+674E
F9E2	U+68A8
F9E3	U+6CE5
F9E4	U+7406
F9E5	U+75E2
F9E6	U+7F79
F9E7	U+88CF
F9E8	U+88CF
F9E9	U+91CC
F9EA	U+96E2
F9EB	U+533F
F9EC	U+6EBA
F9ED	U+541D
F9EE	U+71D0
F9EF	U+7498
F9F0	U+85FA
F9F1	U+9130
F9F2	U+9C57
F9F3	U+9E9F
F9F4	U+6797
F9F5	U+6DCB
F9F6	U+81E8
F9F7	U+7ACB
F9F8	U+7B20
F9F9	U+7C92
F9FA	U+72C0
F9FB	U+7099
F9FC	U+8B58
F9FD	U+4EC0
F9FE	U+8336
F9FF	U+523A
FA00	U+5207
FA01	U+5EA6
FA02	U+62D3
FA03	U+7CD6
FA04	U+5B85
FA05	U+6D1E
FA06	U+66B4
FA07	U+8F3B
FA08	U+884C
FA09	U+964D
FA0A	U+898B
FA0B	U+5ED3
FA0C	U+5140
FA0D	U+55C0
FA10	U+585A
FA12	U+6674
FA15	U+51DE
FA16	U+732A
FA17	U+76CA
FA18	U+793C
FA19	U+795E
FA1A	U+7965
FA1B	U+798F
FA1C	U+9756
FA1D	U+7CBE
FA1E	U+7FBD
FA20	U+8612
FA22	U+8AF8
FA25	U+9038
FA26	U+90FD
FA2A	U+98EF
FA2B	U+98FC
FA2C	U+9928
FA2D	U+9DB4
